(1, 2, 2, 3, 1, 1, 1, 1, 2, 3, 2, 2):(2.989, 6.607, 2.30702, 1.62533, 7.442, 5.243)
(2, 3, 3, 3, 1, 1, 2, 2, 3, 3, 3, 3):(1.208, 2.057, 9.676064, 2.058384, 9.914, 2.109)
(1, 2, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3):(1.189, 6.121, 6.64352, 5.903872, 7.985, 7.096)
(1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 2, 2):(0.6, 1.336, 3.240489, 1.335894, 9.077, 3.742)
(3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 2):(2.446, 0.372, 0.073881, 0.012222, 8.209, 1.358)
(1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 2, 2):(1.27, 6.951, 4.012206, 3.469433, 6.882, 5.951)
(1, 3, 1, 3, 1, 1, 1, 1, 2, 3, 2, 2):(0.646, 1.027, 0.383719, 0.055027, 7.831, 1.123)
(2, 2, 3, 3, 1, 2, 2, 3, 3, 3, 2, 3):(4.951, 3.601, 4.099656, 2.864968, 9.669, 6.757)
(2, 3, 3, 3, 1, 1, 1, 1, 2, 3, 2, 2):(4.798, 6.075, 0.322101, 0.187278, 8.259, 4.802)
(2, 2, 3, 3, 1, 1, 1, 2, 3, 3, 2, 2):(3.741, 2.847, 4.809099, 2.761011, 9.599, 5.511)
(3, 3, 3, 3, 1, 3, 1, 3, 2, 2, 2, 2):(5.592, 0.145, 0.168266, 0.086207, 9.898, 5.071)
(1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 2, 2):(0.024, 6.294, 1.830528, 0.46116, 7.264, 1.83)
(3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 3):(7.307, 0.391, 3.487982, 2.141452, 9.662, 5.932)
(1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 2, 2):(1.453, 7.73, 4.056336, 3.829896, 6.628, 6.258)
(1, 3, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2):(8.094, 5.745, 0.235725, 0.2258, 9.429, 9.032)
(1, 2, 2, 3, 1, 1, 2, 2, 3, 3, 2, 3):(1.32, 2.738, 5.3774, 4.326, 7.682, 6.18)
(2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 2, 3):(2.785, 0.787, 5.181969, 5.102734, 7.521, 7.406)
(2, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3):(3.063, 3.213, 4.877166, 4.617376, 7.791, 7.376)
(1, 2, 2, 3, 1, 1, 1, 2, 2, 2, 2, 2):(2.13, 0.217, 4.505904, 2.582424, 9.628, 5.518)
(2, 2, 3, 3, 1, 1, 1, 1, 3, 3, 2, 2):(4.17, 8.398, 3.178825, 1.924975, 9.781, 5.923)
(2, 2, 3, 3, 1, 2, 2, 3, 3, 3, 3, 3):(1.616, 3.104, 4.790475, 3.224605, 6.345, 4.271)
(3, 3, 3, 3, 1, 3, 1, 3, 2, 3, 2, 2):(6.036, 4.755, 0.1874, 0.14055, 7.496, 5.622)
(1, 3, 2, 3, 1, 1, 1, 1, 2, 2, 2, 2):(2.505, 0.04, 0.738116, 0.260728, 8.023, 2.834)
(1, 2, 2, 3, 1, 2, 2, 3, 3, 3, 2, 3):(0.188, 0.454, 2.349365, 1.404465, 2.735, 1.635)
(2, 2, 3, 3, 1, 3, 1, 3, 2, 2, 2, 2):(4.445, 0.587, 2.66505, 2.136278, 8.175, 6.553)
(1, 3, 1, 3, 1, 1, 1, 1, 2, 2, 2, 2):(0.886, 0.43, 0.169749, 0.047412, 6.287, 1.756)
(2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3):(3.318, 2.555, 1.419744, 0.992772, 5.144, 3.597)
(1, 2, 1, 3, 1, 2, 2, 3, 2, 3, 2, 3):(1.906, 8.155, 7.107813, 6.663168, 9.831, 9.216)
(1, 1, 1, 2, 1, 1, 1, 2, 2, 3, 2, 2):(0.975, 4.082, 6.694562, 5.986757, 8.938, 7.993)
(1, 3, 2, 3, 2, 3, 3, 3, 2, 3, 2, 3):(1.802, 2.807, 0.575526, 0.433285, 2.982, 2.245)
(2, 2, 3, 3, 1, 1, 2, 2, 3, 3, 2, 3):(1.155, 3.815, 6.25779, 3.53718, 8.085, 4.57)
(1, 3, 1, 3, 2, 3, 3, 3, 2, 2, 2, 3):(4.995, 0.99, 0.152425, 0.1437, 6.097, 5.748)
(1, 2, 2, 3, 1, 1, 2, 2, 3, 3, 3, 3):(0.102, 2.262, 6.987528, 4.128664, 7.704, 4.552)
(1, 2, 2, 3, 1, 1, 1, 2, 3, 3, 2, 2):(2.306, 5.486, 6.009156, 5.031486, 9.404, 7.874)
(1, 3, 1, 3, 2, 3, 3, 3, 2, 3, 3, 3):(0.48, 6.933, 0.379886, 0.285285, 1.538, 1.155)
(1, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 3):(2.58, 1.007, 4.482873, 3.991542, 7.509, 6.686)
(1, 3, 1, 3, 2, 3, 3, 3, 2, 3, 2, 3):(0.866, 4.544, 0.217186, 0.139555, 1.922, 1.235)
(2, 3, 3, 3, 1, 3, 2, 3, 2, 3, 2, 3):(4.615, 0.601, 3.032544, 1.780764, 8.152, 4.787)
(2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3):(6.05, 1.925, 0.604992, 0.556692, 6.576, 6.051)
(2, 3, 3, 3, 1, 3, 1, 3, 2, 3, 2, 2):(1.274, 0.913, 0.698976, 0.311472, 3.236, 1.442)
(1, 1, 1, 1, 1, 3, 1, 3, 2, 2, 2, 2):(2.034, 0.244, 0.356499, 0.354816, 3.601, 3.584)
(2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3):(6.4, 4.744, 1.526554, 1.294693, 8.434, 7.153)
(1, 2, 2, 3, 2, 2, 3, 3, 2, 3, 2, 3):(2.144, 3.502, 2.2793, 1.84828, 4.955, 4.018)
(2, 3, 3, 3, 1, 2, 2, 3, 3, 3, 2, 3):(1.697, 5.817, 1.276845, 0.884925, 3.701, 2.565)
(2, 3, 3, 3, 1, 3, 1, 3, 2, 2, 2, 2):(1.87, 0.373, 1.035996, 0.469908, 4.524, 2.052)
(2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3):(9.423, 5.984, 1.110368, 1.07128, 9.914, 9.565)
(1, 3, 2, 3, 1, 1, 2, 2, 3, 3, 3, 3):(0.023, 6.49, 6.261535, 0.388368, 6.965, 0.432)
(1, 2, 1, 3, 2, 2, 3, 3, 2, 3, 3, 3):(1.915, 5.713, 1.1907, 1.1466, 3.402, 3.276)
(1, 2, 1, 3, 1, 2, 2, 3, 2, 2, 2, 3):(2.376, 0.867, 4.007648, 3.750776, 7.208, 6.746)
(1, 3, 2, 3, 1, 2, 1, 3, 2, 2, 2, 2):(7.606, 6.924, 0.976668, 0.833588, 9.966, 8.506)
(1, 2, 1, 3, 1, 1, 2, 2, 2, 3, 2, 3):(0.546, 8.515, 2.62032, 2.023116, 4.12, 3.181)
(1, 2, 1, 3, 1, 1, 1, 1, 2, 3, 2, 2):(1.369, 9.797, 1.442364, 0.981666, 4.906, 3.339)
(2, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2, 3):(5.754, 0.209, 5.14518, 4.9619, 8.871, 8.555)
(1, 3, 1, 3, 3, 3, 3, 3, 2, 3, 2, 3):(4.065, 7.781, 0.541634, 0.513065, 5.062, 4.795)
(1, 2, 2, 3, 1, 1, 1, 2, 2, 3, 2, 2):(3.57, 4.072, 3.724702, 2.998036, 8.642, 6.956)
(1, 2, 1, 3, 2, 2, 3, 3, 2, 2, 2, 3):(1.726, 0.125, 3.04984, 2.978552, 5.69, 5.557)
(2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3):(0.864, 3.199, 0.26163, 0.148716, 1.71, 0.972)
(1, 2, 1, 3, 1, 3, 2, 3, 2, 2, 2, 3):(5.322, 6.361, 0.346216, 0.334828, 6.658, 6.439)
(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2):(0.369, 0.578, 2.358117, 2.070395, 4.311, 3.785)
(1, 2, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2):(6.329, 1.551, 0.950217, 0.885468, 8.409, 7.836)
(2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3):(5.174, 2.824, 3.828825, 3.147975, 9.009, 7.407)
(1, 2, 2, 3, 1, 2, 1, 3, 2, 2, 2, 2):(4.997, 2.159, 1.692846, 1.35378, 8.178, 6.54)
(1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2):(0.867, 0.318, 7.076355, 6.262685, 9.897, 8.759)
(1, 2, 2, 3, 1, 1, 1, 1, 2, 2, 2, 2):(4.69, 1.661, 1.582308, 0.974855, 9.828, 6.055)
(1, 3, 2, 3, 1, 3, 1, 3, 2, 2, 2, 2):(3.516, 2.309, 0.292146, 0.218718, 5.037, 3.771)
(1, 2, 2, 3, 2, 2, 3, 3, 2, 3, 3, 3):(4.896, 9.792, 4.78521, 4.519844, 9.99, 9.436)
(2, 3, 3, 3, 1, 3, 2, 3, 3, 3, 2, 3):(2.571, 0.149, 4.01731, 2.092376, 6.19, 3.224)
(1, 3, 1, 3, 3, 3, 3, 3, 2, 2, 2, 3):(0.797, 0.727, 0.116175, 0.070425, 1.549, 0.939)
(2, 3, 3, 3, 1, 2, 1, 3, 2, 3, 2, 2):(6.043, 4.445, 1.172034, 0.853944, 8.493, 6.188)
(2, 2, 3, 3, 1, 2, 1, 3, 3, 3, 2, 2):(3.809, 3.665, 2.256616, 1.593875, 7.256, 5.125)
(2, 3, 3, 3, 1, 2, 2, 3, 2, 3, 2, 3):(3.703, 8.825, 0.840888, 0.668457, 5.496, 4.369)
(3, 3, 3, 3, 1, 1, 1, 1, 2, 3, 2, 2):(3.061, 3.271, 0.268587, 0.093951, 8.139, 2.847)
(2, 2, 3, 3, 1, 3, 2, 3, 3, 3, 2, 3):(4.556, 0.324, 5.783995, 3.383765, 9.721, 5.687)
(1, 2, 2, 3, 1, 2, 2, 3, 2, 3, 2, 3):(1.34, 2.174, 2.853265, 2.392242, 4.945, 4.146)
(1, 2, 1, 3, 1, 1, 1, 2, 2, 3, 2, 2):(0.767, 9.47, 6.63, 5.83908, 8.5, 7.486)
(2, 3, 3, 3, 1, 2, 1, 3, 2, 2, 2, 2):(2.625, 0.758, 1.65178, 0.91338, 6.353, 3.513)
(3, 3, 3, 3, 1, 2, 1, 3, 3, 3, 2, 2):(6.566, 3.138, 1.590435, 0.473385, 9.639, 2.869)
(2, 2, 3, 3, 1, 3, 2, 3, 2, 2, 2, 3):(5.019, 0.699, 2.30394, 1.78224, 8.17, 6.32)
(1, 2, 2, 3, 1, 2, 2, 3, 3, 3, 3, 3):(0.335, 3.037, 4.354572, 3.62526, 5.111, 4.255)
(1, 2, 2, 3, 1, 1, 2, 2, 2, 3, 2, 3):(2.35, 8.034, 4.357068, 3.782578, 7.698, 6.683)
(1, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 3):(2.141, 0.289, 2.025408, 1.889118, 4.384, 4.089)
(3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3):(9.247, 1.936, 0.93675, 0.921875, 7.494, 7.375)
(1, 2, 1, 3, 1, 2, 2, 3, 2, 3, 3, 3):(0.529, 9.928, 4.661776, 4.437712, 5.992, 5.704)
(2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3):(4.112, 0.496, 5.239952, 3.942637, 7.856, 5.911)
(2, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3):(6.983, 3.237, 3.240132, 3.143385, 9.076, 8.805)
(1, 3, 2, 3, 1, 2, 2, 3, 2, 3, 2, 3):(1.25, 5.624, 0.715626, 0.486546, 2.874, 1.954)
(1, 3, 2, 3, 1, 1, 2, 2, 3, 3, 2, 3):(0.124, 7.289, 0.924176, 0.398368, 1.958, 0.844)
(2, 2, 3, 3, 1, 2, 1, 3, 2, 3, 2, 2):(5.215, 4.142, 1.702156, 1.3482, 7.954, 6.3)
(1, 3, 1, 3, 1, 2, 1, 3, 2, 2, 2, 2):(3.527, 4.475, 0.38952, 0.312048, 5.41, 4.334)
(2, 3, 3, 3, 1, 3, 2, 3, 2, 2, 2, 3):(3.791, 0.008, 2.784276, 1.559052, 7.031, 3.937)
(2, 3, 3, 3, 1, 2, 1, 3, 3, 3, 2, 2):(6.543, 7.695, 1.492913, 1.119724, 9.509, 7.132)
(1, 3, 2, 3, 1, 1, 1, 2, 2, 2, 2, 2):(5.295, 1.607, 0.9358, 0.604, 9.358, 6.04)
(1, 2, 1, 3, 2, 2, 3, 3, 2, 3, 2, 3):(0.142, 3.226, 1.307592, 1.237808, 2.286, 2.164)
(1, 3, 2, 3, 1, 1, 1, 2, 3, 3, 2, 2):(0.591, 9.907, 0.935415, 0.408564, 2.665, 1.164)
(2, 2, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3):(2.34, 1.917, 1.218616, 1.106756, 3.704, 3.364)
(3, 3, 3, 3, 1, 2, 1, 3, 2, 3, 2, 2):(3.489, 0.592, 1.69487, 0.77349, 7.369, 3.363)
(1, 2, 2, 3, 1, 3, 1, 3, 2, 2, 2, 2):(2.302, 0.245, 1.274406, 0.888972, 4.791, 3.342)
(2, 2, 3, 3, 1, 2, 1, 3, 2, 2, 2, 2):(3.313, 1.24, 1.975315, 1.337203, 6.835, 4.627)
(2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3):(4.854, 4.145, 1.54318, 1.435498, 5.89, 5.479)
(2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3):(4.994, 0.631, 7.097202, 4.189923, 9.982, 5.893)
(3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3):(6.114, 6.57, 2.11775, 1.52575, 8.471, 6.103)
(3, 3, 3, 3, 1, 2, 1, 3, 2, 2, 2, 2):(6.558, 2.866, 0.258039, 0.174825, 9.557, 6.475)
(1, 3, 1, 3, 1, 1, 1, 2, 2, 3, 2, 2):(0.513, 2.502, 0.475566, 0.294867, 2.366, 1.467)
(1, 1, 2, 2, 1, 1, 1, 2, 2, 3, 2, 2):(0.894, 1.11, 7.142352, 5.70274, 9.744, 7.78)
(1, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3):(0.911, 9.7, 0.766352, 0.763628, 1.688, 1.682)
(2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 2, 2):(3.367, 7.523, 1.155792, 0.832019, 5.808, 4.181)
(1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2):(0.601, 0.019, 3.35616, 1.487548, 7.68, 3.404)
(1, 1, 1, 2, 1, 3, 1, 3, 2, 2, 2, 2):(0.677, 0.634, 0.341627, 0.282425, 2.389, 1.975)
(1, 3, 2, 3, 1, 1, 1, 2, 2, 3, 2, 2):(2.447, 4.011, 1.217658, 0.777288, 5.226, 3.336)
(1, 2, 2, 3, 1, 2, 2, 3, 2, 2, 2, 3):(0.287, 0.117, 7.784676, 7.273818, 8.564, 8.002)
(1, 3, 1, 3, 1, 1, 1, 2, 2, 2, 2, 2):(4.628, 4.12, 0.061065, 0.047295, 6.785, 5.255)
(3, 3, 3, 3, 1, 3, 2, 3, 2, 2, 2, 3):(4.348, 0.791, 1.141724, 0.671348, 6.073, 3.571)
(1, 2, 1, 3, 1, 2, 1, 3, 2, 3, 2, 2):(6.471, 8.156, 1.376541, 1.202733, 8.997, 7.861)
(1, 2, 2, 3, 1, 2, 1, 3, 2, 3, 2, 2):(2.605, 2.001, 2.70027, 1.940331, 6.57, 4.721)
(1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2):(1.328, 0.539, 5.396625, 3.79431, 9.225, 6.486)
(1, 2, 1, 3, 2, 3, 3, 3, 2, 3, 2, 3):(4.745, 7.677, 0.86772, 0.80962, 6.198, 5.783)
(1, 3, 1, 3, 1, 2, 1, 3, 2, 3, 2, 2):(3.347, 9.84, 0.486981, 0.382635, 4.919, 3.865)
(2, 2, 3, 3, 1, 2, 2, 3, 2, 2, 2, 3):(3.47, 0.129, 4.389204, 2.720049, 8.796, 5.451)
(1, 2, 1, 3, 1, 1, 2, 2, 2, 3, 3, 3):(0.232, 9.041, 6.949872, 6.257139, 8.016, 7.217)
(1, 2, 2, 3, 1, 2, 2, 3, 2, 3, 3, 3):(1.418, 7.794, 4.733883, 4.202352, 6.831, 6.064)
(1, 3, 2, 3, 1, 3, 2, 3, 2, 3, 2, 3):(4.928, 6.08, 0.87243, 0.74373, 6.711, 5.721)
(1, 3, 2, 3, 1, 2, 2, 3, 3, 3, 2, 3):(1.829, 6.356, 1.26198, 0.89586, 3.895, 2.765)
(1, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3):(1.693, 5.991, 0.503276, 0.401568, 2.677, 2.136)
(2, 2, 3, 3, 1, 1, 1, 2, 2, 3, 2, 2):(3.545, 1.384, 2.499475, 1.43716, 8.195, 4.712)
(2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 2):(1.527, 0.498, 0.633688, 0.123576, 8.338, 1.626)
(2, 3, 3, 3, 1, 1, 1, 2, 2, 2, 2, 2):(3.762, 0.414, 1.819503, 0.817236, 9.627, 4.324)
(3, 3, 3, 3, 1, 3, 2, 3, 2, 3, 2, 3):(1.389, 2.307, 0.291879, 0.145431, 2.583, 1.287)
(1, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3):(0.097, 3.279, 1.25895, 0.53625, 1.526, 0.65)
(1, 3, 1, 3, 2, 2, 3, 3, 2, 3, 3, 3):(1.151, 8.383, 0.936488, 0.83496, 2.389, 2.13)
(1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3):(0.136, 9.931, 0.130761, 0.03841, 0.783, 0.23)
(1, 3, 2, 3, 1, 2, 1, 3, 2, 3, 2, 2):(4.666, 7.322, 0.965056, 0.755616, 7.096, 5.556)
(1, 3, 1, 3, 1, 3, 1, 3, 2, 3, 2, 2):(1.251, 3.784, 0.34931, 0.22477, 2.687, 1.729)
(1, 3, 1, 3, 1, 2, 2, 3, 2, 3, 2, 3):(0.843, 9.839, 0.260772, 0.216008, 2.103, 1.742)
(3, 3, 3, 3, 1, 1, 1, 2, 2, 3, 2, 2):(3.54, 0.094, 2.603651, 0.803234, 9.679, 2.986)
(3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 2, 2):(3.535, 0.51, 0.864025, 0.269319, 8.075, 2.517)
(2, 3, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3):(5.322, 7.189, 1.632512, 1.415008, 7.288, 6.317)
(1, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3):(2.922, 9.055, 0.69663, 0.585255, 4.222, 3.547)
(1, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3, 3):(1.558, 6.341, 0.890016, 0.65846, 3.048, 2.255)
(2, 2, 3, 3, 1, 2, 2, 3, 2, 3, 2, 3):(5.803, 7.223, 2.64516, 2.234568, 9.38, 7.924)
(1, 2, 2, 3, 1, 3, 2, 3, 2, 2, 2, 3):(4.039, 0.135, 4.646714, 4.140696, 9.238, 8.232)
(2, 2, 3, 3, 1, 1, 1, 1, 2, 3, 2, 2):(4.606, 3.035, 1.994319, 1.224537, 9.363, 5.749)
(1, 2, 1, 3, 2, 3, 3, 3, 2, 3, 3, 3):(1.736, 5.415, 1.006848, 0.938106, 2.944, 2.743)
(1, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2, 3):(5.828, 3.228, 0.830583, 0.77454, 7.099, 6.62)
(1, 2, 2, 3, 1, 2, 1, 3, 3, 3, 2, 2):(0.417, 0.053, 2.7872, 1.68256, 4.355, 2.629)
(1, 1, 2, 2, 1, 1, 1, 2, 3, 3, 2, 2):(1.356, 0.478, 6.124573, 4.011762, 9.737, 6.378)
(1, 3, 1, 3, 2, 2, 3, 3, 2, 3, 2, 3):(0.517, 2.975, 0.739772, 0.543422, 1.978, 1.453)
(1, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3):(1.196, 2.553, 0.226626, 0.151726, 2.118, 1.418)
(1, 2, 2, 3, 2, 2, 3, 3, 3, 3, 2, 3):(0.232, 0.1, 2.299134, 1.740996, 2.797, 2.118)
(1, 3, 2, 3, 1, 3, 2, 3, 3, 3, 2, 3):(0.814, 7.917, 0.3208, 0.15584, 2.005, 0.974)
(2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3):(7.501, 0.828, 4.246587, 3.848549, 8.343, 7.561)
(1, 3, 1, 3, 1, 3, 2, 3, 2, 3, 2, 3):(3.928, 8.812, 0.131248, 0.108342, 5.048, 4.167)
(1, 3, 2, 3, 1, 3, 2, 3, 2, 2, 2, 3):(3.178, 1.912, 1.1118, 0.888568, 5.1, 4.076)
(1, 3, 2, 3, 1, 2, 2, 3, 3, 3, 3, 3):(0.521, 7.123, 1.377096, 0.779688, 2.342, 1.326)
(1, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3):(0.007, 4.855, 0.420021, 0.073101, 1.017, 0.177)
(1, 3, 1, 3, 1, 3, 2, 3, 2, 2, 2, 3):(3.527, 1.099, 0.163555, 0.139475, 4.673, 3.985)
(2, 2, 3, 3, 1, 3, 2, 3, 2, 3, 2, 3):(4.35, 1.714, 2.206204, 1.648724, 7.163, 5.353)
(1, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3):(5.231, 8.339, 1.035726, 0.995658, 6.514, 6.262)
(2, 2, 3, 3, 1, 1, 1, 2, 2, 2, 2, 2):(5.3, 2.037, 1.9701, 1.28106, 9.95, 6.47)
(2, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3):(0.711, 1.897, 1.052328, 0.413694, 2.152, 0.846)
(1, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3):(0.155, 0.073, 0.213707, 0.070941, 0.967, 0.321)
(1, 2, 2, 3, 2, 3, 3, 3, 2, 3, 2, 3):(1.964, 1.643, 1.70277, 1.465184, 4.035, 3.472)
(1, 3, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3):(0.099, 1.14, 0.743988, 0.383977, 1.428, 0.737)
(1, 2, 2, 3, 1, 1, 2, 2, 2, 3, 3, 3):(0.889, 9.588, 6.00132, 5.32662, 7.694, 6.829)
